mae,mse,mre,model,fit_time_sec,impute_time_sec
0.7458721878231928,1.5167194011705762,0.04106249078020436,SAITS,0,0.34416937828063965
0.7232010540371523,1.3404167083115155,0.039814377179423814,Transformer,0,0.03229331970214844
0.36992484332810194,0.26557293505900553,0.020365467055234253,BRITS,0,3.337791681289673
1.460621701142946,3.5111366495243614,0.08041158541061727,SegRNN,0,0.06680917739868164
1.4000121762304953,3.0875930394464786,0.07707485011127126,MyLSTM,0,0.0244290828704834
